,Server-RSSI-1,Server-RSSI-2,Server-RSSI-3,Square,Point
130,-70,-51,-56,s10,0
131,-70,-51,-56,s10,0
132,-70,-51,-56,s10,0
133,-70,-51,-56,s10,0
134,-70,-51,-56,s10,0
135,-70,-51,-56,s10,0
136,-69,-51,-56,s10,0
137,-70,-51,-56,s10,0
138,-70,-51,-56,s10,0
139,-70,-51,-56,s10,0
140,-69,-51,-56,s10,0
141,-69,-51,-56,s10,0
142,-69,-51,-56,s10,0
143,-69,-51,-56,s10,0
144,-69,-51,-56,s10,0
145,-69,-51,-56,s10,0
146,-70,-51,-56,s10,0
147,-70,-51,-56,s10,0
148,-70,-51,-56,s10,0
149,-70,-51,-56,s10,0
150,-69,-51,-56,s10,0
151,-69,-51,-56,s10,0
152,-69,-51,-56,s10,0
153,-69,-51,-56,s10,0
154,-69,-51,-56,s10,0
155,-69,-51,-56,s10,0
156,-69,-51,-56,s10,0
157,-69,-51,-56,s10,0
158,-69,-51,-56,s10,0
159,-69,-51,-56,s10,0
160,-69,-51,-56,s10,0
161,-69,-51,-56,s10,0
162,-69,-51,-56,s10,0
163,-69,-51,-56,s10,0
164,-69,-51,-56,s10,0
165,-69,-51,-56,s10,0
166,-69,-51,-56,s10,0
167,-69,-51,-56,s10,0
168,-69,-51,-56,s10,0
169,-69,-51,-56,s10,0
170,-69,-51,-56,s10,0
171,-69,-51,-56,s10,0
172,-69,-51,-56,s10,0
173,-69,-51,-56,s10,0
174,-69,-51,-56,s10,0
175,-69,-51,-56,s10,0
176,-69,-51,-56,s10,0
177,-69,-51,-56,s10,0
178,-69,-51,-56,s10,0
179,-69,-51,-56,s10,0
180,-69,-51,-56,s10,0
181,-69,-51,-56,s10,0
182,-69,-51,-56,s10,0
183,-70,-51,-56,s10,0
184,-69,-51,-56,s10,0
185,-69,-51,-56,s10,0
186,-69,-51,-56,s10,0
187,-69,-51,-56,s10,0
188,-69,-51,-56,s10,0
189,-69,-51,-56,s10,0
190,-69,-51,-56,s10,0
191,-69,-51,-56,s10,0
192,-69,-51,-56,s10,0
193,-69,-51,-56,s10,0
194,-69,-51,-56,s10,0
195,-69,-51,-56,s10,0
196,-69,-51,-56,s10,0
197,-69,-51,-56,s10,0
198,-69,-51,-56,s10,0
199,-69,-51,-56,s10,0
0,-68,-53,-61,s10,1
1,-63,-50,-62,s10,1
2,-63,-49,-62,s10,1
3,-63,-50,-62,s10,1
4,-62,-49,-62,s10,1
5,-63,-50,-63,s10,1
6,-63,-50,-62,s10,1
7,-63,-50,-63,s10,1
8,-63,-50,-62,s10,1
9,-62,-50,-62,s10,1
10,-62,-50,-62,s10,1
11,-63,-50,-62,s10,1
12,-63,-49,-62,s10,1
13,-62,-50,-62,s10,1
14,-63,-50,-62,s10,1
15,-63,-50,-63,s10,1
16,-62,-50,-63,s10,1
17,-63,-50,-63,s10,1
18,-63,-50,-63,s10,1
19,-63,-50,-62,s10,1
20,-63,-50,-62,s10,1
21,-62,-50,-62,s10,1
22,-63,-50,-62,s10,1
23,-62,-50,-62,s10,1
24,-63,-50,-62,s10,1
25,-63,-50,-62,s10,1
26,-63,-50,-62,s10,1
27,-63,-50,-62,s10,1
28,-62,-50,-62,s10,1
29,-62,-50,-63,s10,1
30,-63,-50,-63,s10,1
31,-63,-50,-62,s10,1
32,-63,-50,-62,s10,1
33,-63,-50,-62,s10,1
34,-63,-50,-62,s10,1
35,-62,-50,-62,s10,1
36,-63,-50,-62,s10,1
37,-63,-49,-62,s10,1
38,-63,-50,-62,s10,1
39,-63,-49,-63,s10,1
40,-63,-49,-63,s10,1
41,-63,-50,-63,s10,1
42,-62,-50,-62,s10,1
43,-62,-50,-62,s10,1
44,-63,-50,-62,s10,1
45,-63,-50,-62,s10,1
46,-62,-50,-62,s10,1
47,-62,-49,-62,s10,1
48,-62,-50,-62,s10,1
49,-63,-50,-62,s10,1
50,-63,-50,-62,s10,1
51,-62,-50,-63,s10,1
52,-62,-50,-63,s10,1
53,-62,-50,-62,s10,1
54,-63,-50,-62,s10,1
55,-63,-50,-62,s10,1
56,-62,-50,-62,s10,1
57,-63,-50,-62,s10,1
58,-63,-50,-62,s10,1
59,-63,-50,-62,s10,1
60,-63,-50,-62,s10,1
61,-63,-50,-62,s10,1
62,-63,-50,-62,s10,1
63,-62,-50,-62,s10,1
64,-62,-50,-62,s10,1
65,-62,-50,-62,s10,1
66,-63,-50,-62,s10,1
67,-63,-50,-62,s10,1
68,-62,-50,-62,s10,1
69,-63,-50,-62,s10,1
70,-63,-50,-62,s10,1
71,-63,-50,-62,s10,1
72,-62,-50,-62,s10,1
73,-63,-50,-62,s10,1
74,-62,-50,-62,s10,1
75,-62,-50,-62,s10,1
76,-62,-50,-62,s10,1
77,-63,-50,-62,s10,1
78,-63,-50,-62,s10,1
79,-62,-50,-62,s10,1
80,-62,-50,-62,s10,1
81,-62,-50,-62,s10,1
82,-62,-50,-62,s10,1
83,-62,-50,-62,s10,1
84,-62,-50,-63,s10,1
85,-62,-50,-63,s10,1
86,-62,-50,-63,s10,1
87,-62,-50,-63,s10,1
88,-63,-50,-63,s10,1
89,-62,-50,-63,s10,1
90,-62,-50,-63,s10,1
91,-62,-50,-63,s10,1
92,-62,-49,-63,s10,1
93,-62,-50,-62,s10,1
94,-62,-50,-62,s10,1
95,-63,-50,-62,s10,1
96,-63,-50,-63,s10,1
97,-62,-50,-62,s10,1
98,-62,-50,-63,s10,1
99,-62,-50,-63,s10,1
100,-62,-50,-62,s10,1
101,-62,-50,-62,s10,1
102,-62,-50,-62,s10,1
103,-62,-50,-62,s10,1
104,-62,-50,-62,s10,1
105,-62,-50,-63,s10,1
106,-62,-50,-63,s10,1
107,-63,-50,-63,s10,1
108,-63,-50,-63,s10,1
109,-62,-50,-62,s10,1
110,-62,-50,-62,s10,1
111,-62,-50,-63,s10,1
112,-62,-50,-63,s10,1
113,-62,-50,-62,s10,1
114,-62,-50,-62,s10,1
115,-62,-50,-63,s10,1
116,-62,-49,-63,s10,1
117,-62,-50,-63,s10,1
118,-63,-50,-63,s10,1
119,-63,-50,-63,s10,1
120,-63,-50,-63,s10,1
121,-62,-50,-63,s10,1
122,-62,-50,-63,s10,1
123,-62,-50,-63,s10,1
124,-63,-50,-63,s10,1
125,-63,-50,-63,s10,1
126,-62,-50,-63,s10,1
127,-63,-50,-62,s10,1
128,-63,-50,-63,s10,1
129,-63,-50,-63,s10,1
130,-62,-50,-63,s10,1
131,-62,-50,-63,s10,1
132,-62,-50,-63,s10,1
133,-62,-50,-63,s10,1
134,-62,-50,-62,s10,1
135,-62,-50,-62,s10,1
136,-62,-50,-62,s10,1
137,-62,-50,-62,s10,1
138,-62,-50,-62,s10,1
139,-62,-50,-62,s10,1
140,-62,-50,-62,s10,1
141,-62,-50,-63,s10,1
142,-62,-50,-63,s10,1
143,-62,-50,-63,s10,1
144,-62,-50,-63,s10,1
145,-62,-50,-63,s10,1
146,-62,-50,-63,s10,1
147,-62,-50,-63,s10,1
148,-62,-50,-62,s10,1
149,-62,-50,-63,s10,1
150,-62,-50,-63,s10,1
151,-62,-50,-63,s10,1
152,-62,-50,-63,s10,1
153,-62,-50,-63,s10,1
154,-62,-50,-63,s10,1
155,-62,-50,-63,s10,1
156,-62,-50,-63,s10,1
157,-63,-50,-63,s10,1
158,-62,-50,-62,s10,1
159,-63,-50,-62,s10,1
160,-62,-50,-62,s10,1
161,-63,-50,-62,s10,1
162,-62,-50,-62,s10,1
163,-62,-50,-62,s10,1
164,-62,-50,-63,s10,1
165,-62,-50,-63,s10,1
166,-62,-50,-62,s10,1
167,-62,-50,-63,s10,1
168,-62,-50,-63,s10,1
169,-62,-50,-63,s10,1
170,-62,-50,-63,s10,1
171,-62,-50,-63,s10,1
172,-62,-50,-63,s10,1
173,-62,-50,-63,s10,1
174,-62,-50,-62,s10,1
175,-62,-50,-63,s10,1
176,-62,-50,-63,s10,1
177,-62,-50,-63,s10,1
178,-62,-50,-62,s10,1
179,-62,-50,-62,s10,1
180,-62,-50,-62,s10,1
181,-62,-50,-62,s10,1
182,-63,-50,-62,s10,1
183,-62,-50,-62,s10,1
184,-62,-50,-62,s10,1
185,-63,-50,-62,s10,1
186,-63,-50,-62,s10,1
187,-62,-50,-62,s10,1
188,-62,-50,-62,s10,1
189,-62,-50,-62,s10,1
190,-62,-50,-62,s10,1
191,-62,-50,-62,s10,1
192,-62,-50,-62,s10,1
193,-62,-50,-62,s10,1
194,-62,-50,-62,s10,1
195,-62,-50,-62,s10,1
196,-62,-50,-62,s10,1
197,-62,-50,-62,s10,1
198,-62,-50,-62,s10,1
199,-62,-50,-62,s10,1
0,-63,-51,-64,s10,2
1,-56,-46,-60,s10,2
2,-56,-46,-61,s10,2
3,-56,-46,-61,s10,2
4,-56,-46,-61,s10,2
5,-56,-46,-61,s10,2
6,-56,-46,-60,s10,2
7,-56,-46,-60,s10,2
8,-56,-46,-61,s10,2
9,-56,-46,-61,s10,2
10,-56,-46,-60,s10,2
11,-56,-46,-60,s10,2
12,-56,-46,-60,s10,2
13,-56,-46,-60,s10,2
14,-56,-46,-60,s10,2
15,-56,-46,-61,s10,2
16,-56,-46,-61,s10,2
17,-56,-46,-61,s10,2
18,-56,-46,-61,s10,2
19,-56,-46,-61,s10,2
20,-56,-46,-61,s10,2
21,-56,-46,-61,s10,2
22,-56,-46,-61,s10,2
23,-56,-46,-61,s10,2
24,-56,-46,-60,s10,2
25,-56,-46,-60,s10,2
26,-57,-46,-61,s10,2
27,-56,-46,-61,s10,2
28,-56,-46,-61,s10,2
29,-56,-46,-61,s10,2
30,-56,-46,-61,s10,2
31,-56,-46,-61,s10,2
32,-56,-46,-61,s10,2
33,-56,-45,-61,s10,2
34,-56,-46,-61,s10,2
35,-56,-46,-61,s10,2
36,-56,-46,-61,s10,2
37,-56,-46,-60,s10,2
38,-56,-46,-60,s10,2
39,-56,-46,-61,s10,2
40,-56,-46,-60,s10,2
41,-56,-46,-61,s10,2
42,-56,-46,-61,s10,2
43,-56,-46,-61,s10,2
44,-56,-46,-61,s10,2
45,-56,-46,-61,s10,2
46,-56,-46,-60,s10,2
47,-56,-46,-60,s10,2
48,-56,-46,-61,s10,2
49,-56,-46,-60,s10,2
50,-56,-46,-60,s10,2
51,-56,-46,-60,s10,2
52,-56,-46,-60,s10,2
53,-56,-46,-61,s10,2
54,-56,-46,-61,s10,2
55,-56,-46,-60,s10,2
56,-56,-46,-61,s10,2
57,-56,-46,-61,s10,2
58,-56,-46,-61,s10,2
59,-56,-46,-61,s10,2
60,-56,-46,-61,s10,2
61,-56,-46,-61,s10,2
62,-56,-46,-61,s10,2
63,-56,-46,-61,s10,2
64,-56,-46,-61,s10,2
65,-56,-46,-61,s10,2
66,-56,-46,-61,s10,2
67,-56,-46,-61,s10,2
68,-56,-46,-62,s10,2
69,-56,-46,-61,s10,2
70,-56,-46,-61,s10,2
71,-56,-45,-61,s10,2
72,-56,-46,-61,s10,2
73,-56,-46,-63,s10,2
74,-56,-46,-60,s10,2
75,-56,-46,-61,s10,2
76,-56,-46,-62,s10,2
77,-56,-46,-61,s10,2
78,-56,-46,-61,s10,2
79,-57,-46,-62,s10,2
80,-57,-46,-61,s10,2
81,-56,-46,-61,s10,2
82,-57,-46,-61,s10,2
83,-57,-46,-61,s10,2
84,-56,-46,-61,s10,2
85,-56,-45,-61,s10,2
86,-57,-46,-61,s10,2
87,-57,-46,-60,s10,2
88,-56,-46,-60,s10,2
89,-56,-46,-61,s10,2
90,-56,-46,-61,s10,2
91,-56,-46,-61,s10,2
92,-56,-46,-61,s10,2
93,-56,-46,-61,s10,2
94,-56,-46,-61,s10,2
95,-56,-46,-60,s10,2
96,-56,-46,-60,s10,2
97,-56,-46,-60,s10,2
98,-56,-46,-60,s10,2
99,-56,-46,-61,s10,2
100,-56,-46,-61,s10,2
101,-56,-46,-61,s10,2
102,-56,-46,-61,s10,2
103,-56,-46,-60,s10,2
104,-56,-46,-60,s10,2
105,-56,-46,-60,s10,2
106,-56,-46,-60,s10,2
107,-56,-46,-60,s10,2
108,-56,-46,-61,s10,2
109,-56,-46,-60,s10,2
110,-56,-46,-61,s10,2
111,-56,-46,-60,s10,2
112,-56,-46,-60,s10,2
113,-56,-46,-60,s10,2
114,-56,-46,-60,s10,2
115,-56,-46,-60,s10,2
116,-56,-46,-60,s10,2
117,-56,-46,-61,s10,2
118,-56,-46,-61,s10,2
119,-56,-46,-61,s10,2
120,-56,-46,-61,s10,2
121,-56,-46,-60,s10,2
122,-56,-46,-61,s10,2
123,-56,-46,-60,s10,2
124,-56,-46,-61,s10,2
125,-56,-46,-60,s10,2
126,-56,-46,-61,s10,2
127,-56,-46,-61,s10,2
128,-56,-46,-61,s10,2
129,-56,-46,-61,s10,2
130,-56,-46,-61,s10,2
131,-56,-46,-61,s10,2
132,-56,-46,-60,s10,2
133,-56,-46,-61,s10,2
134,-56,-46,-61,s10,2
135,-56,-46,-61,s10,2
136,-56,-46,-61,s10,2
137,-56,-46,-61,s10,2
138,-56,-46,-61,s10,2
139,-56,-46,-60,s10,2
140,-56,-46,-61,s10,2
141,-56,-46,-61,s10,2
142,-56,-46,-61,s10,2
143,-56,-46,-60,s10,2
144,-56,-46,-61,s10,2
145,-56,-46,-60,s10,2
146,-56,-46,-60,s10,2
147,-56,-46,-60,s10,2
148,-56,-46,-60,s10,2
149,-56,-46,-60,s10,2
150,-56,-46,-60,s10,2
151,-56,-46,-60,s10,2
152,-56,-46,-60,s10,2
153,-56,-46,-61,s10,2
154,-56,-46,-60,s10,2
155,-56,-46,-61,s10,2
156,-56,-46,-61,s10,2
157,-56,-46,-61,s10,2
158,-56,-46,-61,s10,2
159,-56,-46,-61,s10,2
160,-56,-46,-61,s10,2
161,-56,-46,-61,s10,2
162,-56,-46,-61,s10,2
163,-56,-46,-61,s10,2
164,-56,-46,-61,s10,2
165,-56,-46,-61,s10,2
166,-56,-46,-61,s10,2
167,-56,-46,-61,s10,2
168,-56,-46,-61,s10,2
169,-56,-46,-61,s10,2
170,-56,-46,-61,s10,2
171,-56,-46,-61,s10,2
172,-56,-46,-61,s10,2
173,-56,-46,-60,s10,2
174,-56,-46,-61,s10,2
175,-56,-46,-61,s10,2
176,-56,-46,-61,s10,2
177,-56,-46,-61,s10,2
178,-56,-46,-61,s10,2
179,-56,-46,-61,s10,2
180,-56,-46,-62,s10,2
181,-56,-46,-61,s10,2
182,-56,-46,-60,s10,2
183,-56,-46,-61,s10,2
184,-56,-46,-61,s10,2
185,-56,-46,-61,s10,2
186,-56,-46,-61,s10,2
187,-56,-46,-61,s10,2
188,-56,-46,-60,s10,2
189,-56,-46,-61,s10,2
190,-56,-46,-61,s10,2
191,-56,-46,-61,s10,2
192,-56,-46,-61,s10,2
193,-56,-46,-61,s10,2
194,-56,-46,-61,s10,2
195,-56,-46,-64,s10,2
196,-56,-46,-63,s10,2
197,-56,-46,-61,s10,2
198,-56,-46,-61,s10,2
199,-56,-46,-61,s10,2
0,-65,-57,-54,s10,3
1,-73,-47,-53,s10,3
2,-71,-47,-53,s10,3
3,-71,-47,-53,s10,3
4,-72,-47,-53,s10,3
5,-71,-47,-53,s10,3
6,-71,-47,-53,s10,3
7,-71,-47,-53,s10,3
8,-71,-47,-53,s10,3
9,-71,-47,-53,s10,3
10,-72,-47,-53,s10,3
11,-72,-47,-53,s10,3
12,-72,-47,-53,s10,3
13,-70,-47,-53,s10,3
14,-71,-47,-53,s10,3
15,-70,-47,-53,s10,3
16,-71,-47,-53,s10,3
17,-72,-47,-53,s10,3
18,-72,-47,-53,s10,3
19,-72,-47,-53,s10,3
20,-72,-47,-53,s10,3
21,-72,-47,-53,s10,3
22,-71,-47,-53,s10,3
23,-71,-47,-53,s10,3
24,-71,-47,-53,s10,3
25,-71,-47,-53,s10,3
26,-71,-47,-53,s10,3
27,-71,-47,-53,s10,3
28,-71,-47,-53,s10,3
29,-70,-47,-52,s10,3
30,-71,-47,-53,s10,3
31,-70,-47,-53,s10,3
32,-71,-47,-53,s10,3
33,-71,-47,-53,s10,3
34,-70,-47,-53,s10,3
35,-70,-47,-53,s10,3
36,-71,-47,-53,s10,3
37,-71,-47,-53,s10,3
38,-71,-47,-53,s10,3
39,-71,-47,-53,s10,3
40,-70,-47,-53,s10,3
41,-72,-47,-53,s10,3
42,-71,-47,-53,s10,3
43,-70,-47,-53,s10,3
44,-70,-47,-53,s10,3
45,-70,-47,-53,s10,3
46,-72,-47,-53,s10,3
47,-71,-47,-53,s10,3
48,-71,-47,-53,s10,3
49,-71,-47,-53,s10,3
50,-72,-47,-53,s10,3
51,-72,-47,-53,s10,3
52,-71,-47,-53,s10,3
53,-71,-47,-53,s10,3
54,-71,-47,-53,s10,3
55,-70,-47,-53,s10,3
56,-72,-47,-53,s10,3
57,-72,-47,-53,s10,3
58,-70,-47,-53,s10,3
59,-71,-47,-53,s10,3
60,-71,-47,-53,s10,3
61,-71,-47,-53,s10,3
62,-71,-47,-53,s10,3
63,-71,-47,-53,s10,3
64,-71,-47,-53,s10,3
65,-71,-47,-53,s10,3
66,-71,-47,-53,s10,3
67,-71,-47,-53,s10,3
68,-71,-47,-53,s10,3
69,-72,-47,-53,s10,3
70,-71,-47,-53,s10,3
71,-70,-47,-53,s10,3
72,-70,-47,-53,s10,3
73,-70,-47,-53,s10,3
74,-71,-47,-53,s10,3
75,-72,-47,-53,s10,3
76,-71,-47,-52,s10,3
77,-70,-47,-53,s10,3
78,-71,-47,-53,s10,3
79,-72,-47,-53,s10,3
80,-72,-47,-53,s10,3
81,-71,-47,-53,s10,3
82,-72,-47,-53,s10,3
83,-72,-47,-53,s10,3
84,-71,-47,-53,s10,3
85,-70,-47,-53,s10,3
86,-71,-47,-53,s10,3
87,-71,-47,-53,s10,3
88,-71,-47,-53,s10,3
89,-70,-47,-53,s10,3
90,-71,-47,-53,s10,3
91,-70,-47,-53,s10,3
92,-70,-47,-53,s10,3
93,-70,-47,-53,s10,3
94,-71,-47,-53,s10,3
95,-72,-47,-53,s10,3
96,-71,-47,-52,s10,3
97,-71,-47,-52,s10,3
98,-73,-47,-53,s10,3
99,-70,-47,-53,s10,3
100,-70,-47,-53,s10,3
101,-71,-47,-53,s10,3
102,-71,-47,-53,s10,3
103,-70,-47,-53,s10,3
104,-71,-47,-53,s10,3
105,-71,-47,-53,s10,3
106,-71,-47,-53,s10,3
107,-71,-47,-53,s10,3
108,-70,-47,-53,s10,3
109,-70,-47,-53,s10,3
110,-70,-47,-53,s10,3
111,-71,-47,-53,s10,3
112,-71,-47,-53,s10,3
113,-70,-47,-53,s10,3
114,-70,-47,-53,s10,3
115,-70,-47,-53,s10,3
116,-70,-47,-53,s10,3
117,-72,-47,-53,s10,3
118,-72,-47,-53,s10,3
119,-72,-47,-53,s10,3
120,-73,-47,-53,s10,3
121,-73,-47,-52,s10,3
122,-70,-47,-53,s10,3
123,-69,-47,-53,s10,3
124,-71,-47,-53,s10,3
125,-71,-47,-53,s10,3
126,-71,-47,-53,s10,3
127,-71,-47,-53,s10,3
128,-70,-47,-53,s10,3
129,-71,-47,-53,s10,3
130,-72,-47,-53,s10,3
131,-71,-47,-53,s10,3
132,-70,-47,-53,s10,3
133,-70,-47,-53,s10,3
134,-69,-47,-53,s10,3
135,-69,-47,-53,s10,3
136,-69,-47,-53,s10,3
137,-70,-47,-53,s10,3
138,-70,-47,-53,s10,3
139,-70,-47,-52,s10,3
140,-70,-47,-53,s10,3
141,-70,-47,-53,s10,3
142,-70,-47,-53,s10,3
143,-70,-47,-53,s10,3
144,-70,-47,-53,s10,3
145,-70,-47,-53,s10,3
146,-70,-47,-52,s10,3
147,-70,-47,-52,s10,3
148,-70,-47,-53,s10,3
149,-70,-47,-52,s10,3
150,-70,-47,-53,s10,3
151,-71,-47,-53,s10,3
152,-71,-47,-53,s10,3
153,-71,-47,-53,s10,3
154,-71,-47,-53,s10,3
155,-71,-47,-53,s10,3
156,-71,-47,-53,s10,3
157,-71,-47,-53,s10,3
158,-71,-47,-53,s10,3
159,-71,-47,-53,s10,3
160,-71,-47,-53,s10,3
161,-71,-47,-53,s10,3
162,-71,-47,-53,s10,3
163,-71,-47,-53,s10,3
164,-71,-47,-53,s10,3
165,-71,-47,-53,s10,3
166,-71,-47,-53,s10,3
167,-71,-47,-53,s10,3
168,-71,-47,-53,s10,3
169,-71,-47,-53,s10,3
170,-71,-47,-53,s10,3
171,-71,-47,-53,s10,3
172,-71,-47,-53,s10,3
173,-71,-47,-53,s10,3
174,-71,-47,-53,s10,3
175,-71,-47,-53,s10,3
176,-70,-47,-53,s10,3
177,-70,-47,-53,s10,3
178,-70,-47,-53,s10,3
179,-70,-47,-53,s10,3
180,-70,-47,-53,s10,3
181,-70,-47,-53,s10,3
182,-70,-47,-52,s10,3
183,-69,-47,-52,s10,3
184,-69,-47,-52,s10,3
185,-69,-47,-52,s10,3
186,-70,-47,-52,s10,3
187,-70,-47,-53,s10,3
188,-70,-47,-53,s10,3
189,-71,-47,-53,s10,3
190,-72,-47,-53,s10,3
191,-72,-46,-52,s10,3
192,-72,-47,-53,s10,3
193,-74,-47,-53,s10,3
194,-74,-47,-53,s10,3
195,-74,-47,-53,s10,3
196,-71,-47,-53,s10,3
197,-70,-47,-53,s10,3
198,-72,-47,-53,s10,3
199,-71,-47,-53,s10,3
0,-59,-56,-56,s10,4
1,-56,-57,-53,s10,4
2,-56,-57,-53,s10,4
3,-56,-58,-53,s10,4
4,-56,-58,-53,s10,4
5,-56,-57,-53,s10,4
6,-56,-57,-53,s10,4
7,-56,-57,-53,s10,4
8,-56,-58,-53,s10,4
9,-56,-58,-54,s10,4
10,-56,-58,-54,s10,4
11,-56,-58,-53,s10,4
12,-56,-58,-53,s10,4
13,-56,-57,-53,s10,4
14,-56,-58,-53,s10,4
15,-56,-58,-54,s10,4
16,-56,-58,-54,s10,4
17,-56,-58,-54,s10,4
18,-56,-58,-53,s10,4
19,-56,-57,-54,s10,4
20,-56,-57,-54,s10,4
21,-56,-58,-53,s10,4
22,-56,-57,-53,s10,4
23,-56,-58,-53,s10,4
24,-56,-57,-53,s10,4
25,-56,-58,-53,s10,4
26,-56,-58,-53,s10,4
27,-56,-57,-54,s10,4
28,-56,-57,-54,s10,4
29,-56,-57,-54,s10,4
30,-56,-57,-54,s10,4
31,-56,-57,-54,s10,4
32,-56,-57,-54,s10,4
33,-57,-57,-53,s10,4
34,-56,-57,-53,s10,4
35,-56,-57,-53,s10,4
36,-56,-57,-54,s10,4
37,-56,-56,-53,s10,4
38,-56,-56,-53,s10,4
39,-56,-57,-53,s10,4
40,-56,-57,-53,s10,4
41,-56,-57,-53,s10,4
42,-56,-58,-54,s10,4
43,-56,-58,-54,s10,4
44,-56,-58,-54,s10,4
45,-56,-58,-53,s10,4
46,-56,-57,-53,s10,4
47,-56,-57,-53,s10,4
48,-56,-57,-54,s10,4
49,-56,-57,-53,s10,4
50,-56,-57,-53,s10,4
51,-56,-57,-53,s10,4
52,-56,-57,-53,s10,4
53,-56,-57,-53,s10,4
54,-56,-58,-53,s10,4
55,-56,-58,-53,s10,4
56,-56,-58,-53,s10,4
57,-56,-58,-53,s10,4
58,-56,-58,-53,s10,4
59,-56,-57,-53,s10,4
60,-56,-58,-53,s10,4
61,-56,-58,-54,s10,4
62,-56,-58,-53,s10,4
63,-56,-58,-54,s10,4
64,-56,-58,-54,s10,4
65,-56,-58,-54,s10,4
66,-56,-57,-54,s10,4
67,-57,-57,-53,s10,4
68,-56,-57,-53,s10,4
69,-57,-57,-54,s10,4
70,-56,-57,-54,s10,4
71,-56,-58,-53,s10,4
72,-56,-58,-53,s10,4
73,-56,-58,-53,s10,4
74,-56,-58,-53,s10,4
75,-56,-58,-54,s10,4
76,-57,-58,-53,s10,4
77,-57,-58,-53,s10,4
78,-56,-59,-54,s10,4
79,-56,-58,-54,s10,4
80,-56,-58,-54,s10,4
81,-56,-58,-54,s10,4
82,-57,-58,-54,s10,4
83,-56,-57,-54,s10,4
84,-56,-57,-54,s10,4
85,-56,-57,-54,s10,4
86,-56,-57,-53,s10,4
87,-56,-57,-53,s10,4
88,-56,-57,-54,s10,4
89,-56,-57,-54,s10,4
90,-56,-57,-54,s10,4
91,-56,-57,-54,s10,4
92,-56,-57,-54,s10,4
93,-56,-57,-54,s10,4
94,-56,-57,-54,s10,4
95,-56,-57,-54,s10,4
96,-56,-57,-54,s10,4
97,-56,-57,-54,s10,4
98,-56,-57,-53,s10,4
99,-56,-57,-54,s10,4
100,-56,-57,-53,s10,4
101,-56,-58,-53,s10,4
102,-56,-58,-53,s10,4
103,-56,-58,-53,s10,4
104,-56,-58,-53,s10,4
105,-56,-58,-53,s10,4
106,-56,-58,-53,s10,4
107,-56,-57,-54,s10,4
108,-56,-57,-54,s10,4
109,-56,-57,-54,s10,4
110,-56,-57,-54,s10,4
111,-56,-57,-54,s10,4
112,-56,-57,-54,s10,4
113,-56,-57,-54,s10,4
114,-56,-58,-54,s10,4
115,-56,-58,-53,s10,4
116,-56,-57,-54,s10,4
117,-56,-58,-54,s10,4
118,-56,-58,-54,s10,4
119,-56,-58,-54,s10,4
120,-56,-58,-54,s10,4
121,-56,-58,-54,s10,4
122,-56,-58,-54,s10,4
123,-56,-58,-54,s10,4
124,-56,-58,-54,s10,4
125,-56,-58,-54,s10,4
126,-56,-58,-54,s10,4
127,-56,-57,-54,s10,4
128,-56,-57,-54,s10,4
129,-56,-57,-53,s10,4
130,-56,-57,-53,s10,4
131,-56,-57,-53,s10,4
132,-56,-57,-53,s10,4
133,-56,-57,-53,s10,4
134,-56,-57,-53,s10,4
135,-56,-57,-53,s10,4
136,-56,-57,-53,s10,4
137,-56,-57,-54,s10,4
138,-56,-57,-54,s10,4
139,-56,-57,-54,s10,4
140,-56,-57,-54,s10,4
141,-56,-57,-54,s10,4
142,-56,-57,-54,s10,4
143,-56,-57,-54,s10,4
144,-56,-57,-53,s10,4
145,-56,-57,-53,s10,4
146,-56,-57,-54,s10,4
147,-56,-57,-53,s10,4
148,-56,-56,-53,s10,4
149,-56,-56,-53,s10,4
150,-56,-57,-53,s10,4
151,-56,-57,-53,s10,4
152,-56,-57,-53,s10,4
153,-57,-58,-53,s10,4
154,-57,-58,-53,s10,4
155,-57,-58,-53,s10,4
156,-56,-57,-53,s10,4
157,-57,-57,-53,s10,4
158,-56,-57,-53,s10,4
159,-56,-57,-53,s10,4
160,-56,-57,-53,s10,4
161,-56,-57,-53,s10,4
162,-56,-57,-53,s10,4
163,-56,-57,-54,s10,4
164,-56,-57,-53,s10,4
165,-56,-57,-53,s10,4
166,-56,-57,-53,s10,4
167,-56,-57,-53,s10,4
168,-56,-57,-53,s10,4
169,-56,-58,-53,s10,4
170,-56,-58,-53,s10,4
171,-56,-58,-53,s10,4
172,-56,-57,-53,s10,4
173,-56,-57,-53,s10,4
174,-56,-57,-53,s10,4
175,-56,-57,-53,s10,4
176,-56,-57,-53,s10,4
177,-56,-57,-53,s10,4
178,-57,-57,-53,s10,4
179,-57,-57,-53,s10,4
180,-57,-57,-53,s10,4
181,-57,-58,-54,s10,4
182,-56,-58,-54,s10,4
183,-57,-58,-54,s10,4
184,-56,-58,-54,s10,4
185,-57,-58,-54,s10,4
186,-56,-58,-54,s10,4
187,-56,-58,-54,s10,4
188,-57,-58,-53,s10,4
189,-57,-57,-54,s10,4
190,-57,-58,-54,s10,4
191,-57,-57,-53,s10,4
192,-56,-57,-54,s10,4
193,-56,-57,-54,s10,4
194,-56,-57,-53,s10,4
195,-56,-57,-54,s10,4
196,-56,-57,-53,s10,4
197,-56,-57,-53,s10,4
198,-56,-57,-53,s10,4
199,-56,-57,-54,s10,4
0,-59,-63,-68,s3,0
1,-52,-65,-62,s3,0
